Medicare CCN,Projected to Receive DSH in FY 2024,IHS or PR,Rural Community Hospital Demonstration,New Hospital,2018 UCC (Annualized),Length of 2018 Reporting Period,2019 UCC (Annualized),Length of 2019 Reporting Period,2020 UCC (Annualized),Length of 2020 Reporting Period,Factor 3,Total Uncompensated Care Payment,Total Supplemental Payment,Estimated Per Claim Amount, BILLS 2021 , BILLS 2022 , Claims Average 
40051,YES,NO,NO,NO,"$1,510,777.00 ",365,"$1,481,897.01 ",366,1901763.07,365,0.000048073,285456.72,N/A,344.75,928,728,828
40055,YES,NO,NO,NO,"$8,364,123.40 ",396,"$3,654,350.00 ",365,12272822,366,0.000239762,1423710.43,N/A,380.06,"3,857","3,634",3746
40062,YES,NO,NO,NO,"$17,834,068.00 ",365,"$18,612,951.61 ",366,16505168.09,365,0.000519225,3083161.1,N/A,677.17,"4,629","4,476",4553
40067,YES,NO,NO,NO,"$804,523.00 ",365,"$858,945.00 ",365,927840,366,0.000025428,150988.79,N/A,365.59,432,393,413
40069,YES,NO,NO,NO,"$1,715,069.00 ",365,"$1,027,401.00 ",365,946567,366,0.000036249,215247.14,N/A,542.18,408,385,397
40071,SCH,NO,NO,NO,"$4,374,900.00 ",365,"$6,892,544.32 ",366,7027042.57,365,0.000179279,N/A,N/A,445.42,"2,537","2,243",2390
40072,YES,NO,NO,NO,"$1,364,938.00 ",365,"$1,540,597.00 ",365,1741541,366,0.000045602,270783.31,N/A,1074.54,253,250,252
40076,YES,NO,NO,NO,"$1,755,531.00 ",365,"$1,453,448.00 ",365,1399590,366,0.000045239,268627.01,N/A,1037.17,284,233,259
40078,YES,NO,NO,NO,"$1,778,895.00 ",365,"$1,916,577.10 ",366,2537310.54,365,0.000061212,363476.02,N/A,215.71,"1,881","1,488",1685
40084,YES,NO,NO,NO,"$5,131,900.00 ",365,"$4,016,987.55 ",366,2771291.84,365,0.000116914,694235.38,N/A,537.75,"1,413","1,168",1291
40085,YES,NO,NO,NO,"$696,864.00 ",365,"$920,801.00 ",365,973781,366,0.000025411,150893.09,N/A,1178.85,170,85,128
40088,SCH,NO,NO,NO,"$1,627,539.00 ",365,"$1,510,494.66 ",366,1676235.88,365,0.000047265,N/A,N/A,261.81,"1,176",967,1072
40114,YES,NO,NO,NO,"$17,914,714.00 ",365,"$16,643,797.00 ",365,15261681,366,0.000488768,2902308.55,N/A,362.97,"8,111","7,880",7996
40118,YES,NO,NO,NO,"$5,237,832.00 ",365,"$4,938,979.00 ",365,5208804,366,0.000151015,896725.15,N/A,218.29,"4,124","4,092",4108
40119,YES,NO,NO,NO,"$4,588,663.00 ",365,"$4,251,305.00 ",365,5107380,366,0.000136974,813353.35,N/A,312.11,"2,743","2,469",2606
40132,NO,NO,NO,NO,"$370,517.00 ",365,"$269,992.00 ",365,194989,366,0.000008198,N/A,N/A,N/A, N/A , N/A , N/A 
40134,NO,NO,NO,NO,"$2,820,396.00 ",365,"$4,927,849.00 ",365,5071690,366,0.000125605,N/A,N/A,N/A, N/A , N/A , N/A 
40137,YES,NO,NO,NO,"$20,548.00 ",365,"$2,704,034.69 ",366,2896408.68,365,0.000054925,326144.9,N/A,281.4,"1,202","1,116",1159
40147,NO,NO,NO,NO,"$234,370.00 ",365,"$232,030.00 ",365,49247,366,0.000005038,N/A,N/A,N/A, N/A , N/A , N/A 
40153,YES,NO,NO,NO,"$796,314.00 ",365,"$979,254.00 ",365,1069448,366,0.000027907,165714.2,N/A,946.94,208,142,175
40154,YES,NO,NO,NO,"$3,007,610.00 ",365,"$3,420,091.00 ",365,3643111,366,0.000098797,586659.37,N/A,457.26,"1,231","1,334",1283
40156,YES,NO,NO,NO,,0,"$1,327,726.61 ",224,1900256,366,0.000047422,281594.21,N/A,1581.99,222,134,178
40161,NO,NO,NO,YES,,,,,,,N/A,N/A,N/A,N/A, N/A , N/A , N/A 
40162,NO,NO,NO,YES,,,,,,,N/A,N/A,N/A,N/A, N/A , N/A , N/A 
50002,YES,NO,NO,NO,"$2,978,641.00 ",365,"$3,052,256.00 ",365,3019740,366,0.00008879,527233.83,N/A,464.52,"1,159","1,110",1135
50006,YES,NO,NO,NO,"$9,823,409.00 ",365,"$9,035,375.55 ",366,5825536.77,365,0.000241892,1436358.85,N/A,505.94,"2,768","2,910",2839
50007,YES,NO,NO,NO,"$8,448,164.00 ",365,"$7,730,105.00 ",365,7490009,366,0.00023226,1379159.21,N/A,410.71,"3,349","3,366",3358
50008,YES,NO,NO,NO,"$3,062,523.00 ",365,"$4,670,327.00 ",365,4990272,366,0.000124721,740596.51,N/A,742.08,967,"1,029",998
50009,YES,NO,NO,NO,"$7,637,813.00 ",365,"$8,475,470.53 ",366,5783824.8,365,0.000214456,1273438.42,N/A,581.48,"2,051","2,328",2190
50013,YES,NO,NO,NO,"$1,569,600.00 ",365,"$2,908,508.00 ",365,2530949,366,0.000068602,407360.63,N/A,295.83,"1,218","1,536",1377
50014,SCH,NO,NO,NO,"$1,874,264.00 ",365,"$2,332,478.00 ",365,2265664,366,0.000063454,N/A,N/A,392.08,952,970,961
50017,YES,NO,NO,NO,"$7,524,386.00 ",365,"$11,288,567.42 ",366,8436341.11,365,0.00026668,1583547.69,N/A,513.97,"3,161","3,001",3081
50022,YES,NO,NO,NO,"$14,524,438.00 ",365,"$18,826,020.86 ",366,17425874.68,365,0.000497633,2954949.64,N/A,885.25,"3,191","3,484",3338
50024,YES,NO,NO,NO,"$7,464,950.00 ",365,"$3,605,367.00 ",365,5959987,366,0.00016772,995924.03,N/A,1069.74,960,902,931
50025,YES,NO,NO,NO,"$66,363,358.00 ",365,"$52,887,884.69 ",366,21749970.15,365,0.001381083,8200882.04,N/A,1150.52,"7,127","7,129",7128
50026,YES,NO,NO,NO,"$21,714,765.00 ",365,"$21,865,952.00 ",365,23950546,366,0.000662809,3935763.49,N/A,655.09,"6,199","5,817",6008
50028,YES,NO,NO,NO,"$1,582,895.00 ",365,"$1,695,772.05 ",366,2146525.82,365,0.000053271,316322.44,N/A,760.39,426,406,416
50030,YES,NO,NO,NO,"$5,723,656.00 ",365,"$7,668,679.00 ",365,8947249,366,0.000219153,1301330.2,N/A,269.82,"5,211","4,434",4823
50036,YES,NO,NO,NO,"$6,389,601.00 ",365,"$7,992,478.40 ",184,10187057,366,0.000241165,1432040.28,N/A,469.68,"3,096","3,002",3049
50038,YES,NO,NO,NO,"$71,259,255.00 ",365,"$83,067,933.62 ",366,118236036.3,365,0.002677219,15897343.87,N/A,3245.02,"4,883","4,915",4899
50039,YES,NO,NO,NO,"$10,700,235.00 ",365,"$16,535,726.64 ",366,16284922.32,365,0.000426438,2532189.19,N/A,282.71,"9,107","8,806",8957
50040,YES,NO,NO,NO,"$69,677,023.00 ",365,"$92,728,355.71 ",366,40259308.11,365,0.001980264,11758823,N/A,11372.17,"1,038","1,029",1034
50042,SCH,NO,NO,NO,"$4,476,206.00 ",365,"$6,447,514.58 ",366,5632677.83,365,0.000162167,N/A,N/A,805.82,"1,245","1,144",1195
50043,YES,NO,NO,NO,"$11,185,466.75 ",306,"$8,300,864.00 ",365,6992376,366,0.000259911,1543351.58,N/A,392.01,"3,998","3,876",3937
50045,YES,NO,NO,NO,"$4,657,246.00 ",365,"$4,274,073.21 ",366,3727505.44,365,0.000124174,737347.45,N/A,468.16,"1,635","1,515",1575
50047,YES,NO,NO,NO,"$10,438,647.00 ",365,"$14,139,802.00 ",365,12209354,366,0.000360379,2139933.72,N/A,597.08,"3,642","3,525",3584
50054,YES,NO,NO,NO,"$2,671,951.00 ",365,"$3,139,222.39 ",366,2400676.22,365,0.000080442,477666.31,N/A,1162.21,479,343,411
50055,YES,NO,NO,NO,"$5,465,545.00 ",365,"$7,965,898.00 ",365,8229779,366,0.000212329,1260809.21,N/A,846.18,"1,494","1,485",1490
50056,YES,NO,NO,NO,"$9,025,054.00 ",365,"$10,839,817.87 ",366,12261187.51,365,0.000315201,1871666.23,N/A,737.17,"2,642","2,435",2539
50057,YES,NO,NO,NO,"$3,596,834.00 ",365,"$8,653,647.38 ",366,6002802.1,365,0.00017832,1058863.77,N/A,195.04,"5,560","5,297",5429
50058,YES,NO,NO,NO,"$2,867,533.37 ",215,"$6,327,916.48 ",334,4908080,366,0.000137894,818813.75,N/A,454.64,"1,728","1,874",1801
50060,YES,NO,NO,NO,"$15,983,822.00 ",365,"$14,795,710.81 ",366,14847307.41,365,0.000447783,2658937.6,N/A,381.7,"6,948","6,983",6966
50063,YES,NO,NO,NO,"$5,603,850.00 ",365,"$4,931,401.00 ",365,6206065,366,0.000164466,976602.11,N/A,421.31,"2,393","2,243",2318
50067,YES,NO,NO,NO,"$1,499,926.00 ",365,"$1,988,381.38 ",366,1042875.39,365,0.000044304,263074.73,N/A,1270.89,223,190,207
50069,YES,NO,NO,NO,"$17,907,657.00 ",365,"$15,150,919.63 ",366,11064233.15,365,0.000432693,2569336.42,N/A,695.35,"3,536","3,853",3695
50070,NO,NO,NO,NO,"$3,558,822.00 ",365,"$3,556,403.00 ",365,3630318,366,0.000105439,N/A,N/A,N/A, N/A , N/A , N/A 
50071,NO,NO,NO,NO,"$9,130,161.00 ",365,"$8,651,302.00 ",365,8084454,366,0.000253762,N/A,N/A,N/A, N/A , N/A , N/A 
50072,NO,NO,NO,NO,"$5,842,271.00 ",365,"$5,835,190.00 ",365,4832615,366,0.000161873,N/A,N/A,N/A, N/A , N/A , N/A 
50073,YES,NO,NO,NO,"$7,614,534.00 ",365,"$7,383,204.00 ",365,9156993,366,0.00023722,1408613.1,N/A,2441.27,596,558,577
50075,YES,NO,NO,NO,"$13,420,746.00 ",365,"$15,026,801.00 ",365,17090753,366,0.000446889,2653627.16,N/A,1645.15,"1,622","1,604",1613
50076,NO,NO,NO,NO,"$5,466,156.00 ",365,"$5,891,787.00 ",365,5820081,366,0.000168494,N/A,N/A,N/A, N/A , N/A , N/A 
50077,YES,NO,NO,NO,"$17,252,102.00 ",365,"$13,363,308.00 ",365,17384260,366,0.000471771,2801378.22,N/A,654.22,"4,226","4,337",4282
50078,YES,NO,NO,NO,"$4,373,229.00 ",365,"$4,274,877.00 ",365,5698727,366,0.000140937,836885.61,N/A,840.25,945,"1,046",996
50082,YES,NO,NO,NO,"$7,246,340.00 ",365,"$9,770,315.55 ",366,14972446.32,365,0.000314228,1865888.13,N/A,419.21,"4,445","4,456",4451
50084,YES,NO,NO,NO,"$12,517,103.00 ",365,"$12,670,399.58 ",366,13183425.29,365,0.000376521,2235784.45,N/A,563.74,"4,032","3,900",3966
50089,YES,NO,NO,NO,"$5,194,025.00 ",365,"$6,837,358.53 ",184,7134060,366,0.000187924,1115895.28,N/A,2928.86,387,375,381
50090,YES,NO,NO,NO,"$811,642.00 ",365,"$935,455.11 ",366,537869.59,365,0.000022362,132783.62,N/A,392.85,362,314,338
50091,YES,NO,NO,NO,"$1,943,918.00 ",365,"$2,368,752.00 ",365,2906123,366,0.00007085,420707.3,N/A,958.33,434,444,439
50093,YES,NO,NO,NO,"$7,882,966.00 ",365,"$8,266,390.36 ",366,7681609,365,0.000233714,1387798.13,N/A,198.71,"6,927","7,040",6984
50096,YES,NO,NO,NO,"$190,807.00 ",365,"$112,633.00 ",365,150267,366,0.000004463,26501.88,N/A,92.34,292,282,287
50099,YES,NO,NO,NO,"$6,941,314.00 ",365,"$6,901,219.00 ",365,7789044,366,0.000212344,1260900.83,N/A,433,"3,028","2,795",2912
50100,YES,NO,NO,NO,"$24,433,694.00 ",365,"$24,686,415.00 ",365,25186378,366,0.000729092,4329351.79,N/A,862.42,"5,085","4,955",5020
50101,YES,NO,NO,NO,"$4,454,973.00 ",365,"$5,126,425.00 ",365,4981147,366,0.000142802,847956.77,N/A,620.3,"1,397","1,337",1367
50102,YES,NO,NO,NO,"$6,942,725.16 ",364,"$4,951,859.26 ",366,4678734.43,365,0.000162761,966476.43,N/A,1109.62,857,884,871
50103,YES,NO,NO,NO,"$9,978,990.00 ",365,"$4,138,738.00 ",365,9678779,366,0.000234657,1393394.35,N/A,860.12,"1,618","1,621",1620
50104,YES,NO,NO,NO,"$10,449,268.00 ",365,"$12,412,741.49 ",366,2446128.55,141,0.00024698,1466567.91,N/A,852.66,"1,631","1,808",1720
50107,YES,NO,NO,NO,"$10,581,441.00 ",365,"$14,434,097.53 ",366,11898432.38,365,0.000361533,2146786.84,N/A,472.03,"4,415","4,680",4548
50108,YES,NO,NO,NO,"$15,877,747.00 ",365,"$19,669,929.00 ",365,16584834,366,0.000510792,3033086.34,N/A,528.69,"5,813","5,660",5737
50110,YES,NO,NO,NO,"$1,925,859.00 ",365,"$2,021,449.78 ",366,2297676.81,365,0.000061296,363974.06,N/A,378.35,976,948,962
50112,YES,NO,NO,NO,"$8,033,730.00 ",365,"$10,863,118.03 ",366,9258433.27,365,0.000275799,1637697.58,N/A,370.52,"4,467","4,373",4420
50113,YES,NO,NO,NO,"$7,618,676.00 ",365,"$2,863,786.01 ",366,7855479.06,365,0.000180937,1074404.46,N/A,4733.06,244,209,227
50115,YES,NO,NO,NO,"$10,492,572.00 ",365,"$16,737,294.40 ",366,18305968.31,365,0.000446379,2650603.72,N/A,787.93,"3,452","3,276",3364
50116,YES,NO,NO,NO,"$8,916,994.14 ",215,"$12,092,112.32 ",334,13070215,366,0.000334189,1984415.97,N/A,703.94,"2,839","2,799",2819
50118,YES,NO,NO,NO,"$2,754,012.00 ",365,"$2,960,007.39 ",366,2065422.23,365,0.000076206,452510.14,N/A,530.49,930,775,853
50121,YES,NO,NO,NO,"$4,227,718.00 ",365,"$5,139,192.00 ",365,11072134,366,0.000201138,1194357.43,N/A,498.06,"2,579","2,217",2398
50122,YES,NO,NO,NO,"$3,013,682.00 ",365,"$3,647,835.00 ",365,3563472,366,0.000100254,595309.88,N/A,747.88,835,756,796
50124,YES,NO,NO,NO,"$2,119,719.00 ",365,"$3,107,783.52 ",366,2726646.29,184,0.000077907,462612.04,N/A,232,"1,985","2,003",1994
50125,YES,NO,NO,NO,"$15,120,701.00 ",365,"$19,144,529.00 ",365,16177650,366,0.000494206,2934601.42,N/A,957.77,"3,017","3,110",3064
50126,YES,NO,NO,NO,"$2,697,371.42 ",426,"$3,016,977.00 ",365,2970137,366,0.000085173,505757.05,N/A,293.02,"1,728","1,723",1726
50127,YES,NO,NO,NO,"$3,400,066.67 ",215,"$5,085,593.08 ",334,5977763,366,0.000141855,842337.02,N/A,1262.87,655,678,667
50128,YES,NO,NO,NO,"$6,430,198.00 ",365,"$8,064,732.84 ",366,7165309.35,365,0.000212265,1260429.43,N/A,687.26,"1,799","1,868",1834
50129,YES,NO,NO,NO,"$7,353,494.00 ",365,"$7,661,739.93 ",366,7750833.14,365,0.000223351,1326259.14,N/A,770.19,"1,752","1,692",1722
50131,YES,NO,NO,NO,"$1,380,788.00 ",365,"$1,760,772.00 ",365,1803304,366,0.000048486,287912.24,N/A,315.35,852,973,913
50132,YES,NO,NO,NO,"$5,538,666.00 ",365,"$3,302,299.60 ",366,3084144.62,365,0.000117184,695840.67,N/A,425.59,"1,504","1,765",1635
50133,SCH,NO,NO,NO,"$480,646.00 ",365,"$560,165.90 ",184,10272662,366,0.000112115,N/A,N/A,152.94,"4,566","4,140",4353
50135,YES,NO,NO,NO,"$3,355,875.00 ",365,"$1,674,448.00 ",365,2071722,366,0.000069883,414963.11,N/A,91.06,"4,445","4,668",4557
50136,YES,NO,NO,NO,"$3,913,638.00 ",365,"$3,885,009.14 ",366,4152679.76,184,0.000117294,696491.66,N/A,834.12,796,874,835
50137,YES,NO,NO,NO,"$4,552,084.00 ",365,"$4,772,017.00 ",365,4602902,366,0.000136605,811160.62,N/A,2392.8,312,366,339
50138,YES,NO,NO,NO,"$7,861,661.00 ",365,"$9,161,023.00 ",365,10199529,366,0.00026709,1585984.77,N/A,1587.57,"1,036",962,999
50139,YES,NO,NO,NO,"$6,357,016.00 ",365,"$7,866,325.00 ",365,8952482,366,0.000227375,1350156.92,N/A,2311.91,544,623,584
50140,YES,NO,NO,NO,"$12,673,133.00 ",365,"$14,854,454.00 ",365,14445166,366,0.000411567,2443886.83,N/A,1986.9,"1,287","1,173",1230
50145,YES,NO,NO,NO,"$6,263,390.00 ",365,"$11,008,676.00 ",365,9620826,366,0.000263262,1563249.08,N/A,313.84,"4,846","5,115",4981
50146,NO,NO,NO,NO,$0.00 ,365,$0.00 ,365,0,366,0,N/A,N/A,N/A, N/A , N/A , N/A 
50149,YES,NO,NO,NO,"$10,052,025.30 ",215,"$13,808,487.66 ",334,18613730,366,0.000416943,2475812.9,N/A,2587.06,"1,007",907,957
50150,YES,NO,NO,NO,"$4,451,235.00 ",365,"$4,086,684.81 ",184,4593831,366,0.000128934,765611.99,N/A,423.46,"1,845","1,770",1808
50152,YES,NO,NO,NO,"$9,576,700.00 ",365,"$12,202,132.50 ",184,13244496,366,0.000343509,2039759.56,N/A,2817.35,683,765,724
50158,YES,NO,NO,NO,"$666,418.00 ",365,"$2,137,800.00 ",365,1122146,366,0.000038271,227251.18,N/A,349.08,590,712,651
50159,YES,NO,NO,NO,"$17,137,759.00 ",365,"$17,324,457.73 ",366,17575238.78,365,0.000510577,3031807.97,N/A,1947.21,"1,489","1,625",1557
50167,YES,NO,NO,NO,"$12,615,148.00 ",365,"$9,501,336.94 ",366,15826841.74,365,0.000373297,2216642.66,N/A,1802.15,"1,202","1,258",1230
50168,YES,NO,NO,NO,"$13,077,965.00 ",365,"$11,021,280.71 ",366,8678048.52,365,0.000321514,1909149.5,N/A,537.79,"3,386","3,714",3550
50169,YES,NO,NO,NO,"$6,404,906.00 ",365,"$6,506,987.00 ",365,6339511,366,0.000188856,1121429.61,N/A,338.39,"3,357","3,270",3314
50174,YES,NO,NO,NO,"$20,323,736.00 ",365,"$17,461,939.07 ",366,16576453.86,365,0.000533535,3168136.45,N/A,728.47,"4,240","4,458",4349
50179,YES,NO,NO,NO,"$3,586,388.00 ",365,"$5,514,474.00 ",365,5428961,366,0.000142372,845403.05,N/A,371.77,"2,395","2,153",2274
50180,YES,NO,NO,NO,"$10,189,561.00 ",365,"$7,236,521.00 ",365,7483921,366,0.000244705,1453060.97,N/A,236.42,"6,070","6,222",6146
50189,NO,NO,NO,NO,"$1,245,258.00 ",365,"$76,091.00 ",365,982298.93,268,0.000022815,N/A,N/A,N/A, N/A , N/A , N/A 
50191,YES,NO,NO,NO,"$8,875,744.00 ",365,"$10,129,435.12 ",366,9544272.25,365,0.00027993,1662223.51,N/A,1261.17,"1,384","1,252",1318
50192,YES,NO,NO,NO,"$3,746,725.00 ",365,"$3,587,508.00 ",365,10389484,366,0.000174695,1037342.23,N/A,10805.65,97,95,96
50194,YES,NO,NO,NO,"$1,008,535.00 ",365,"$1,460,435.81 ",366,1857034.87,365,0.000042449,252060.25,N/A,218.8,"1,109","1,195",1152
50195,YES,NO,NO,NO,"$10,007,157.00 ",365,"$9,040,552.36 ",366,6904014.43,365,0.000254468,1511031.55,N/A,434.08,"3,428","3,534",3481
50197,NO,NO,NO,NO,"$2,520,693.40 ",215,"$3,516,151.00 ",334,4533250,366,0.000103734,N/A,N/A,N/A, N/A , N/A , N/A 
50204,YES,NO,NO,NO,"$3,939,852.00 ",365,"$4,458,646.00 ",365,4247072,366,0.000124,736310.67,N/A,523.69,"1,381","1,431",1406
50211,YES,NO,NO,NO,"$4,749,371.00 ",365,"$3,246,240.19 ",366,10799101.74,365,0.000185414,1100989.56,N/A,1259.71,806,941,874
50222,YES,NO,NO,NO,"$13,159,576.00 ",365,"$13,391,591.00 ",365,15368309,366,0.000411499,2443484.76,N/A,718.67,"3,502","3,298",3400
50224,YES,NO,NO,NO,"$21,669,756.00 ",365,"$20,882,294.00 ",365,16627729,366,0.000580224,3445372.39,N/A,408.32,"8,311","8,564",8438
50225,NO,NO,NO,NO,"$1,445,802.00 ",365,,,,,0.000042956,N/A,N/A,N/A, N/A , N/A , N/A 
50226,YES,NO,NO,NO,"$5,111,837.00 ",365,"$4,289,965.67 ",366,4348310.63,365,0.000134992,801581.29,N/A,664.66,"1,216","1,196",1206
50228,YES,NO,NO,NO,"$67,308,304.00 ",365,"$69,172,179.18 ",366,78942193.05,365,0.002114573,12556346.36,N/A,4572.6,"2,980","2,512",2746
50230,YES,NO,NO,NO,"$1,563,703.00 ",365,"$1,510,105.00 ",365,2123627,366,0.00005107,303255.77,N/A,291.03,975,"1,108",1042
50231,YES,NO,NO,NO,"$8,327,383.00 ",365,"$6,581,925.00 ",365,8376350,366,0.000228835,1358823.72,N/A,510.84,"2,575","2,744",2660
50232,YES,NO,NO,NO,"$1,747,952.74 ",215,"$2,667,435.30 ",334,2578340,366,0.000068524,406894.85,N/A,198.1,"2,015","2,092",2054
50234,YES,NO,NO,NO,"$2,197,942.00 ",365,"$2,430,377.00 ",365,2605110,366,0.000070969,421417,N/A,612.52,664,712,688
50235,YES,NO,NO,NO,"$9,632,457.00 ",365,"$9,447,313.00 ",365,7826708,366,0.000263823,1566581.57,N/A,334.31,"4,548","4,823",4686
50236,YES,NO,NO,NO,"$1,340,997.00 ",365,"$1,689,671.00 ",365,4532003,366,0.000074497,442362.33,N/A,185.24,"2,388","2,388",2388
50238,YES,NO,NO,NO,"$6,033,691.00 ",365,"$5,979,869.00 ",365,5266402,366,0.000169465,1006283.44,N/A,293.89,"3,503","3,345",3424
50239,YES,NO,NO,NO,"$2,214,798.00 ",365,"$8,053,804.00 ",365,12077420,366,0.000219173,1301452.74,N/A,235.47,"5,526","5,527",5527
50242,YES,NO,NO,NO,"$5,653,457.00 ",365,"$7,328,022.23 ",366,7454922.64,365,0.000200372,1189808.79,N/A,308.56,"3,918","3,793",3856
50243,YES,NO,NO,NO,"$7,492,188.00 ",365,"$9,884,346.60 ",366,9524231.49,365,0.000263674,1565700.56,N/A,567.9,"2,759","2,755",2757
50245,YES,NO,NO,NO,"$28,914,517.00 ",365,"$37,689,841.16 ",366,35313877,365,0.000998886,5931393.87,N/A,4466.41,"1,388","1,268",1328
50248,YES,NO,NO,NO,"$3,527,272.00 ",365,"$10,249,868.17 ",366,12763155.01,365,0.00026007,1544295.6,N/A,1235.44,"1,299","1,201",1250
50254,YES,NO,NO,NO,"$2,413,375.00 ",365,"$2,725,408.00 ",365,2639613,366,0.000076279,452945.11,N/A,242.48,"1,942","1,794",1868
50257,YES,NO,NO,NO,"$144,532.00 ",365,"$199,575.00 ",365,137873,366,0.000004717,28008.08,N/A,71.45,394,389,392
50261,YES,NO,NO,NO,"$6,701,347.00 ",365,"$4,444,357.68 ",366,2539057.32,365,0.000134256,797214.92,N/A,548.67,"1,467","1,438",1453
50262,YES,NO,NO,NO,"$14,464,815.00 ",365,"$19,751,100.40 ",366,19746221.42,365,0.000528961,3140973.11,N/A,555.24,"5,631","5,683",5657
50272,YES,NO,NO,NO,"$4,144,384.00 ",365,"$4,730,160.00 ",365,4848547,366,0.000134604,799277.11,N/A,707.95,"1,182","1,075",1129
50276,YES,NO,NO,NO,"$18,712,533.00 ",365,"$20,960,073.14 ",366,18742934.2,365,0.00057268,3400580.56,N/A,5346.82,679,593,636
50278,YES,NO,NO,NO,"$12,770,886.00 ",365,"$13,138,529.00 ",365,12794602,366,0.000379671,2254486.1,N/A,780.64,"2,822","2,953",2888
50279,SCH,NO,NO,NO,"$455,235.00 ",365,"$2,295,958.70 ",366,1587199.61,365,0.000042315,N/A,N/A,750.04,327,342,335
50280,YES,NO,NO,NO,"$8,919,083.00 ",365,"$10,992,440.72 ",366,11899486.26,365,0.000312027,1852817.33,N/A,358.52,"5,173","5,162",5168
50281,YES,NO,NO,NO,"$2,712,571.00 ",365,"$2,225,392.04 ",366,1808797.07,365,0.000066193,393052.44,N/A,447.67,865,891,878
50283,YES,NO,NO,NO,"$7,416,567.00 ",365,"$7,206,309.69 ",366,6918590.25,365,0.00021134,1254938.98,N/A,592.51,"2,069","2,167",2118
50289,YES,NO,NO,NO,"$3,852,738.00 ",365,,0,1958098.26,210,0.000086391,512992.01,N/A,490.43,"1,005","1,086",1046
50290,YES,NO,NO,NO,"$4,361,768.00 ",365,"$5,175,090.00 ",365,5019640,366,0.000142728,847519.8,N/A,169.84,"4,757","5,223",4990
50291,YES,NO,NO,NO,"$5,808,201.00 ",365,"$6,923,881.00 ",365,6873945,366,0.000192256,1141615.55,N/A,525.85,"2,089","2,253",2171
50292,YES,NO,NO,NO,"$37,364,293.00 ",365,"$42,941,511.02 ",366,31675944.3,365,0.001096894,6513363.96,N/A,3466.4,"1,898","1,860",1879
50295,YES,NO,NO,NO,"$7,534,989.00 ",365,"$10,410,501.08 ",366,7368249.83,365,0.000247749,1471137.49,N/A,759.89,"1,925","1,946",1936
50298,SCH,NO,NO,NO,"$1,362,584.00 ",365,"$1,736,733.00 ",365,2696021,366,0.000056937,N/A,N/A,871.37,426,350,388
50300,YES,NO,NO,NO,"$11,868,177.00 ",365,"$10,742,261.15 ",366,7726843.59,365,0.00029741,1766022.49,N/A,774.57,"2,064","2,495",2280
50301,YES,NO,NO,NO,"$2,948,740.00 ",365,"$2,780,324.00 ",365,4322783,366,0.000098817,586776.34,N/A,489.39,"1,211","1,187",1199
50305,YES,NO,NO,NO,"$9,188,828.48 ",306,"$10,614,207.00 ",365,9148482,366,0.000283757,1684951,N/A,758.99,"2,195","2,244",2220
50308,YES,NO,NO,NO,"$18,418,013.00 ",365,"$17,341,853.07 ",366,17104296.05,365,0.000518748,3080329.66,N/A,541.55,"5,545","5,831",5688
50309,YES,NO,NO,NO,"$10,908,878.00 ",365,"$13,283,214.00 ",365,11481741,366,0.000349587,2075848.09,N/A,292.62,"6,892","7,296",7094
50313,YES,NO,NO,NO,"$4,050,892.00 ",365,"$4,462,505.00 ",365,5298013,366,0.000135569,805009.21,N/A,888.53,914,897,906
50315,YES,NO,NO,NO,"$12,524,251.00 ",365,"$15,702,518.40 ",366,18703397.18,365,0.000460508,2734498.92,N/A,2810.38,946,999,973
50320,YES,NO,NO,NO,"$34,956,202.00 ",365,"$52,809,230.17 ",366,112624449.1,365,0.001971376,11706045.73,N/A,4596.01,"2,589","2,505",2547
50324,YES,NO,NO,NO,"$5,168,115.00 ",365,"$5,784,118.00 ",365,8562518,366,0.000191732,1138508.64,N/A,195.49,"5,584","6,063",5824
50327,YES,NO,NO,NO,"$17,078,325.00 ",365,"$26,142,958.46 ",366,18302033.56,365,0.000601895,3574056.17,N/A,850.36,"4,110","4,295",4203
50329,YES,NO,NO,NO,"$4,674,056.00 ",365,"$5,052,777.00 ",365,4370653,366,0.000138204,820654.73,N/A,680.48,"1,156","1,255",1206
50334,YES,NO,NO,NO,"$8,328,971.00 ",365,"$8,446,008.25 ",366,7400050.72,365,0.000237062,1407673.59,N/A,372.79,"3,534","4,018",3776
50335,SCH,NO,NO,NO,"$2,054,300.00 ",365,"$3,236,107.00 ",365,4576771,366,0.000096857,N/A,N/A,273.36,"2,096","2,112",2104
50336,YES,NO,NO,NO,"$1,891,703.00 ",365,"$3,623,024.00 ",365,7278915,366,0.000125787,746922.31,N/A,359.27,"1,999","2,158",2079
50342,YES,NO,NO,NO,"$3,430,623.00 ",365,"$3,522,075.48 ",366,3124755.58,365,0.000098821,586797.28,N/A,692.79,874,820,847
50348,YES,NO,NO,NO,"$27,475,142.00 ",365,"$36,871,023.50 ",366,38500239.91,365,0.001008398,5987873.13,N/A,1377.47,"4,309","4,384",4347
50350,YES,NO,NO,NO,"$3,787,218.00 ",365,"$4,669,390.00 ",365,6556026,366,0.000147433,875455.59,N/A,662.72,"1,332","1,310",1321
50351,YES,NO,NO,NO,"$11,235,935.00 ",365,"$12,115,005.20 ",366,10380415.79,365,0.000330674,1963542.78,N/A,360.55,"5,271","5,621",5446
